"ID","protein-ID","species-ID","group-ID","spec-Type","spec-No"
"CADN_XENLA","CADN","XENLA","E4000","E",4000
"CADP_BOVIN","CADP","BOVIN","E5100","E",5100
"CADP_HUMAN","CADP","HUMAN","E5210","E",5210
"CADP_MOUSE","CADP","MOUSE","E5230","E",5230
"CADR_CHICK","CADR","CHICK","E4480","E",4480
"CAGS_HUMAN","CAGS","HUMAN","E5210","E",5210
"CAGS_RAT","CAGS","RAT","E5230","E",5230
"CAHH_VACCC","CAHH","VACCC","V0310","V",310
"CAHH_VACCV","CAHH","VACCV","V0310","V",310
"CALR_PIG","CALR","PIG","E5100","E",5100
"CALX_ARATH","CALX","ARATH","E9610","E",9610
"CALX_CANFA","CALX","CANFA","E5110","E",5110
"CALX_HUMAN","CALX","HUMAN","E5210","E",5210
"CALX_YEAST","CALX","YEAST","E8120","E",8120
"CAML_MOUSE","CAML","MOUSE","E5230","E",5230
"CAN1_YEAST","CAN1","YEAST","E8120","E",8120
"CANR_HUMAN","CANR","HUMAN","E5210","E",5210
"CANR_RAT","CANR","RAT","E5230","E",5230
"CAPA_BACAN","CAPA","BACAN","P1510","P",1510
"CAPB_BACAN","CAPB","BACAN","P1510","P",1510
"CAR1_DICDI","CAR1","DICDI","E1050","E",1050
"CB11_LYCES","CB11","LYCES","E9820","E",9820
"CB12_LYCES","CB12","LYCES","E9820","E",9820
"CB12_PETHY","CB12","PETHY","E9820","E",9820
"CB2_CHLMO","CB2","CHLMO","E8620","E",8620
"CB2_CHLRE","CB2","CHLRE","E8620","E",8620
"CB2_DUNSA","CB2","DUNSA","E8610","E",8610
"CB2_DUNTE","CB2","DUNTE","E8610","E",8610
"CB2_GOSHI","CB2","GOSHI","E9550","E",9550
"CB2_MALDO","CB2","MALDO","E9640","E",9640
"CB2_PHYPA","CB2","PHYPA","E8920","E",8920
"CB21_ARATH","CB21","ARATH","E9610","E",9610
"CB21_CUCSA","CB21","CUCSA","E9590","E",9590
"CB21_EUGGR","CB21","EUGGR","E8750","E",8750
"CB21_LEMGI","CB21","LEMGI","E9930","E",9930
"CB21_MAIZE","CB21","MAIZE","E9940","E",9940
"CB21_ORYSA","CB21","ORYSA","E9940","E",9940
"CB21_PEA","CB21","PEA","E9670","E",9670
"CB21_PETSP","CB21","PETSP","E9820","E",9820
"CB21_PINTH","CB21","PINTH","E9000","E",9000
"CB21_RAPSA","CB21","RAPSA","E9610","E",9610
"CB21_SILPR","CB21","SILPR","E9510","E",9510
"CB21_SINAL","CB21","SINAL","E9610","E",9610
"CB21_SOYBN","CB21","SOYBN","E9670","E",9670
"CB21_SPIOL","CB21","SPIOL","E9490","E",9490
"CB21_TOBAC","CB21","TOBAC","E9820","E",9820
"CB21_WHEAT","CB21","WHEAT","E9940","E",9940
"CB22_ARATH","CB22","ARATH","E9610","E",9610
"CB22_CUCSA","CB22","CUCSA","E9590","E",9590
"CB22_HORVU","CB22","HORVU","E9940","E",9940
"CB22_MAIZE","CB22","MAIZE","E9940","E",9940
"CB22_ORYSA","CB22","ORYSA","E9940","E",9940
"CB22_PEA","CB22","PEA","E9670","E",9670
"CB22_PETSP","CB22","PETSP","E9820","E",9820
"CB22_PINSY","CB22","PINSY","E9000","E",9000
"CB22_SOYBN","CB22","SOYBN","E9670","E",9670
"CB22_TOBAC","CB22","TOBAC","E9820","E",9820
"CB23_HORVU","CB23","HORVU","E9940","E",9940
"CB23_LYCES","CB23","LYCES","E9820","E",9820
"CB23_NICPL","CB23","NICPL","E9820","E",9820
"CB23_ORYSA","CB23","ORYSA","E9940","E",9940
"CB23_PEA","CB23","PEA","E9670","E",9670
"CB23_PETSP","CB23","PETSP","E9820","E",9820
"CB23_POLMU","CB23","POLMU","E8940","E",8940
"CB23_SOYBN","CB23","SOYBN","E9670","E",9670
"CB23_TOBAC","CB23","TOBAC","E9820","E",9820
"CB24_LYCES","CB24","LYCES","E9820","E",9820
"CB24_PETSP","CB24","PETSP","E9820","E",9820
"CB24_TOBAC","CB24","TOBAC","E9820","E",9820
"CB25_LYCES","CB25","LYCES","E9820","E",9820
"CB25_NICPL","CB25","NICPL","E9820","E",9820
"CB25_PETSP","CB25","PETSP","E9820","E",9820
"CB25_TOBAC","CB25","TOBAC","E9820","E",9820
"CB26_PETSP","CB26","PETSP","E9820","E",9820
"CB27_TOBAC","CB27","TOBAC","E9820","E",9820
"CB28_LYCES","CB28","LYCES","E9820","E",9820
"CB28_PEA","CB28","PEA","E9670","E",9670
"CB29_MAIZE","CB29","MAIZE","E9940","E",9940
"CB2A_LYCES","CB2A","LYCES","E9820","E",9820
"CB2A_PINSY","CB2A","PINSY","E9000","E",9000
"CB2A_PYRPY","CB2A","PYRPY","E9640","E",9640
"CB2B_LYCES","CB2B","LYCES","E9820","E",9820
"CB2C_LYCES","CB2C","LYCES","E9820","E",9820
"CB2D_LYCES","CB2D","LYCES","E9820","E",9820
"CB2E_LYCES","CB2E","LYCES","E9820","E",9820
"CB2F_LYCES","CB2F","LYCES","E9820","E",9820
"CB2G_LYCES","CB2G","LYCES","E9820","E",9820
"CB4A_LYCES","CB4A","LYCES","E9820","E",9820
"CB4B_LYCES","CB4B","LYCES","E9820","E",9820
"CBEP_COXBU","CBEP","COXBU","P1110","P",1110
"CBP3_YEAST","CBP3","YEAST","E8120","E",8120
"CBR_DUNBA","CBR","DUNBA","E8610","E",8610
"CC25_YEAST","CC25","YEAST","E8120","E",8120
"CCKR_RAT","CCKR","RAT","E5230","E",5230
"CD19_CAVPO","CD19","CAVPO","E5230","E",5230
"CD19_HUMAN","CD19","HUMAN","E5210","E",5210
"CD19_MOUSE","CD19","MOUSE","E5230","E",5230
"CD1A_HUMAN","CD1A","HUMAN","E5210","E",5210
"CD1B_HUMAN","CD1B","HUMAN","E5210","E",5210
"CD1C_HUMAN","CD1C","HUMAN","E5210","E",5210
"CD1D_HUMAN","CD1D","HUMAN","E5210","E",5210
"CD1E_HUMAN","CD1E","HUMAN","E5210","E",5210
"CD2_HUMAN","CD2","HUMAN","E5210","E",5210
"CD2_MOUSE","CD2","MOUSE","E5230","E",5230
"CD2_RAT","CD2","RAT","E5230","E",5230
"CD20_HUMAN","CD20","HUMAN","E5210","E",5210
"CD20_MOUSE","CD20","MOUSE","E5230","E",5230
"CD22_HUMAN","CD22","HUMAN","E5210","E",5210
"CD27_HUMAN","CD27","HUMAN","E5210","E",5210
"CD28_HUMAN","CD28","HUMAN","E5210","E",5210
"CD2R_HUMAN","CD2R","HUMAN","E5210","E",5210
"CD30_HUMAN","CD30","HUMAN","E5210","E",5210
"CD33_HUMAN","CD33","HUMAN","E5210","E",5210
"CD34_HUMAN","CD34","HUMAN","E5210","E",5210
"CD36_HUMAN","CD36","HUMAN","E5210","E",5210
"CD37_HUMAN","CD37","HUMAN","E5210","E",5210
"CD38_HUMAN","CD38","HUMAN","E5210","E",5210
"CD3D_HUMAN","CD3D","HUMAN","E5210","E",5210
"CD3D_MOUSE","CD3D","MOUSE","E5230","E",5230
"CD3D_RAT","CD3D","RAT","E5230","E",5230
"CD3D_SHEEP","CD3D","SHEEP","E5100","E",5100
"CD3E_CANFA","CD3E","CANFA","E5110","E",5110
"CD3E_HUMAN","CD3E","HUMAN","E5210","E",5210
"CD3E_MOUSE","CD3E","MOUSE","E5230","E",5230
"CD3E_SHEEP","CD3E","SHEEP","E5100","E",5100
"CD3G_HUMAN","CD3G","HUMAN","E5210","E",5210
"CD3G_MOUSE","CD3G","MOUSE","E5230","E",5230
"CD3G_SHEEP","CD3G","SHEEP","E5100","E",5100
"CD3H_MOUSE","CD3H","MOUSE","E5230","E",5230
"CD3Z_HUMAN","CD3Z","HUMAN","E5210","E",5210
"CD3Z_MOUSE","CD3Z","MOUSE","E5230","E",5230
"CD3Z_SHEEP","CD3Z","SHEEP","E5100","E",5100
"CD4_HUMAN","CD4","HUMAN","E5210","E",5210
"CD4_MACMU","CD4","MACMU","E5210","E",5210
"CD4_MOUSE","CD4","MOUSE","E5230","E",5230
"CD4_PANTR","CD4","PANTR","E5210","E",5210
"CD4_RAT","CD4","RAT","E5230","E",5230
"CD40_HUMAN","CD40","HUMAN","E5210","E",5210
"CD40_MOUSE","CD40","MOUSE","E5230","E",5230
"CD44_CRISP","CD44","CRISP","E5230","E",5230
"CD44_MOUSE","CD44","MOUSE","E5230","E",5230
"CD44_PAPHA","CD44","PAPHA","E5210","E",5210
"CD44_RAT","CD44","RAT","E5230","E",5230
"CD45_HUMAN","CD45","HUMAN","E5210","E",5210
"CD45_MOUSE","CD45","MOUSE","E5230","E",5230
"CD45_RAT","CD45","RAT","E5230","E",5230
"CD4H_HUMAN","CD4H","HUMAN","E5210","E",5210
"CD4L_HUMAN","CD4L","HUMAN","E5210","E",5210
"CD4L_MOUSE","CD4L","MOUSE","E5230","E",5230
"CD4X_HUMAN","CD4X","HUMAN","E5210","E",5210
"CD5_BOVIN","CD5","BOVIN","E5100","E",5100
"CD5_HUMAN","CD5","HUMAN","E5210","E",5210
"CD5_MOUSE","CD5","MOUSE","E5230","E",5230
"CD53_HUMAN","CD53","HUMAN","E5210","E",5210
"CD53_RAT","CD53","RAT","E5230","E",5230
"CD63_HUMAN","CD63","HUMAN","E5210","E",5210
"CD7_HUMAN","CD7","HUMAN","E5210","E",5210
"CD72_HUMAN","CD72","HUMAN","E5210","E",5210
"CD72_MOUSE","CD72","MOUSE","E5230","E",5230
"CD81_HUMAN","CD81","HUMAN","E5210","E",5210
"CD82_HUMAN","CD82","HUMAN","E5210","E",5210
"CD8A_HUMAN","CD8A","HUMAN","E5210","E",5210
"CD8A_MOUSE","CD8A","MOUSE","E5230","E",5230
"CD8A_PONPY","CD8A","PONPY","E5210","E",5210
"CD8A_RAT","CD8A","RAT","E5230","E",5230
"CD8B_MOUSE","CD8B","MOUSE","E5230","E",5230
"CD8B_PONPY","CD8B","PONPY","E5210","E",5210
"CD8B_RAT","CD8B","RAT","E5230","E",5230
"CD9_CERAE","CD9","CERAE","E5210","E",5210
"CD9_HUMAN","CD9","HUMAN","E5210","E",5210
"CEA_CITFR","CEA","CITFR","P0810","P",810
"CEA1_ECOLI","CEA1","ECOLI","P0810","P",810
"CEA1_SHISO","CEA1","SHISO","P0810","P",810
"CEAB_ECOLI","CEAB","ECOLI","P0810","P",810
"CEAN_ECOLI","CEAN","ECOLI","P0810","P",810
"CEIA_ECOLI","CEIA","ECOLI","P0810","P",810
"CEIB_ECOLI","CEIB","ECOLI","P0810","P",810
"CEK2_CHICK","CEK2","CHICK","E4480","E",4480
"CEK3_CHICK","CEK3","CHICK","E4480","E",4480
"CELF_HSV11","CELF","HSV11","V0210","V",210
"CELF_HSV1K","CELF","HSV1K","V0210","V",210
"CELF_HSV2H","CELF","HSV2H","V0210","V",210
"CELF_HSVEB","CELF","HSVEB","V0210","V",210
"CELF_VZVD","CELF","VZVD","V0210","V",210
"CFTR_HUMAN","CFTR","HUMAN","E5210","E",5210
"CFTR_MOUSE","CFTR","MOUSE","E5230","E",5230
"CFTR_SQUAC","CFTR","SQUAC","E2100","E",2100
"CFTR_XENLA","CFTR","XENLA","E4000","E",4000
"CGCC_BOVIN","CGCC","BOVIN","E5100","E",5100
"CGCC_HUMAN","CGCC","HUMAN","E5210","E",5210
"CHM1_BOVIN","CHM1","BOVIN","E5100","E",5100
"CHS1_AJECA","CHS1","AJECA","E8150","E",8150
"CHS1_AJEDE","CHS1","AJEDE","E8150","E",8150
"CHS1_ASPNG","CHS1","ASPNG","E8140","E",8140
"CHS1_CANAL","CHS1","CANAL","E8300","E",8300
"CHS1_EMENI","CHS1","EMENI","E8140","E",8140
"CHS1_EXOJE","CHS1","EXOJE","E8130","E",8130
"CHS1_NEUCR","CHS1","NEUCR","E8190","E",8190
"CHS1_PHAEX","CHS1","PHAEX","E8130","E",8130
"CHS1_RHIAT","CHS1","RHIAT","E8130","E",8130
"CHS1_RHIOL","CHS1","RHIOL","E8500","E",8500
"CHS1_SCHCO","CHS1","SCHCO","E8250","E",8250
"CHS1_SCHPO","CHS1","SCHPO","E8120","E",8120
"CHS1_USTMA","CHS1","USTMA","E8250","E",8250
"CHS1_WANDE","CHS1","WANDE","E8130","E",8130
"CHS1_XYLBA","CHS1","XYLBA","E8130","E",8130
"CHS1_YEAST","CHS1","YEAST","E8120","E",8120
"CHS2_AJECA","CHS2","AJECA","E8150","E",8150
"CHS2_AJEDE","CHS2","AJEDE","E8150","E",8150
"CHS2_ASPNG","CHS2","ASPNG","E8140","E",8140
"CHS2_CANAL","CHS2","CANAL","E8300","E",8300
"CHS2_EMENI","CHS2","EMENI","E8140","E",8140
"CHS2_EXOJE","CHS2","EXOJE","E8130","E",8130
"CHS2_NEUCR","CHS2","NEUCR","E8190","E",8190
"CHS2_PHAEX","CHS2","PHAEX","E8130","E",8130
"CHS2_RHIAT","CHS2","RHIAT","E8130","E",8130
"CHS2_RHIOL","CHS2","RHIOL","E8500","E",8500
"CHS2_USTMA","CHS2","USTMA","E8250","E",8250
"CHS2_WANDE","CHS2","WANDE","E8130","E",8130
"CHS2_XYLBA","CHS2","XYLBA","E8130","E",8130
"CHS2_YEAST","CHS2","YEAST","E8120","E",8120
"CHS3_AJECA","CHS3","AJECA","E8150","E",8150
"CHS3_CANAL","CHS3","CANAL","E8300","E",8300
"CHS3_EXOJE","CHS3","EXOJE","E8130","E",8130
"CHS3_NEUCR","CHS3","NEUCR","E8190","E",8190
"CHS3_WANDE","CHS3","WANDE","E8130","E",8130
"CHS3_YEAST","CHS3","YEAST","E8120","E",8120
"CIC1_CYPCA","CIC1","CYPCA","E2470","E",2470
"CIC1_RABIT","CIC1","RABIT","E5170","E",5170
"CIC2_RABIT","CIC2","RABIT","E5170","E",5170
"CICC_RABIT","CICC","RABIT","E5170","E",5170
"CICC_RAT","CICC","RAT","E5230","E",5230
"CICG_RABIT","CICG","RABIT","E5170","E",5170
"CICH_TORMA","CICH","TORMA","E2100","E",2100
"CIK0_HUMAN","CIK0","HUMAN","E5210","E",5210
"CIK0_MOUSE","CIK0","MOUSE","E5230","E",5230
"CIK0_RAT","CIK0","RAT","E5230","E",5230
"CIK1_DROME","CIK1","DROME","E6230","E",6230
"CIK1_MOUSE","CIK1","MOUSE","E5230","E",5230
"CIK1_RAT","CIK1","RAT","E5230","E",5230
"CIK2_DROME","CIK2","DROME","E6230","E",6230
"CIK2_RAT","CIK2","RAT","E5230","E",5230
"CIK2_XENLA","CIK2","XENLA","E4000","E",4000
"CIK3_DROME","CIK3","DROME","E6230","E",6230
"CIK3_HUMAN","CIK3","HUMAN","E5210","E",5210
"CIK3_MOUSE","CIK3","MOUSE","E5230","E",5230
"CIK3_RAT","CIK3","RAT","E5230","E",5230
"CIK4_DROME","CIK4","DROME","E6230","E",6230
"CIK4_HUMAN","CIK4","HUMAN","E5210","E",5210
"CIK4_RAT","CIK4","RAT","E5230","E",5230
"CIK5_HUMAN","CIK5","HUMAN","E5210","E",5210
"CIK5_RAT","CIK5","RAT","E5230","E",5230
"CIK6_HUMAN","CIK6","HUMAN","E5210","E",5210
"CIK6_RAT","CIK6","RAT","E5230","E",5230
"CIKA_RAT","CIKA","RAT","E5230","E",5230
"CIKB_DROME","CIKB","DROME","E6230","E",6230
"CIKD_MOUSE","CIKD","MOUSE","E5230","E",5230
"CIKD_RAT","CIKD","RAT","E5230","E",5230
"CIKE_RAT","CIKE","RAT","E5230","E",5230
"CIKF_RAT","CIKF","RAT","E5230","E",5230
"CIKG_RAT","CIKG","RAT","E5230","E",5230
"CIKL_DROME","CIKL","DROME","E6230","E",6230
"CIKW_DROME","CIKW","DROME","E6230","E",6230
"CIN1_RAT","CIN1","RAT","E5230","E",5230
"CIN2_RAT","CIN2","RAT","E5230","E",5230
"CIN3_RAT","CIN3","RAT","E5230","E",5230
"CINA_ELEEL","CINA","ELEEL","E2500","E",2500
"CINC_RAT","CINC","RAT","E5230","E",5230
"CINS_RAT","CINS","RAT","E5230","E",5230
"CIT_KLEPN","CIT","KLEPN","P0810","P",810
"CIT_LACLA","CIT","LACLA","P1420","P",1420
"CIT1_ECOLI","CIT1","ECOLI","P0810","P",810
"CIT2_ECOLI","CIT2","ECOLI","P0810","P",810
"CITA_SALTY","CITA","SALTY","P0810","P",810
"CNCG_MOUSE","CNCG","MOUSE","E5230","E",5230
"CNGC_RAT","CNGC","RAT","E5230","E",5230
"CO02_HUMAN","CO02","HUMAN","E5210","E",5210
"CO9_HUMAN","CO9","HUMAN","E5210","E",5210
"CO9_MOUSE","CO9","MOUSE","E5230","E",5230
"CO9_ONCMY","CO9","ONCMY","E2510","E",2510
"CODB_ECOLI","CODB","ECOLI","P0810","P",810
"COMT_HUMAN","COMT","HUMAN","E5210","E",5210
"COMT_RAT","COMT","RAT","E5230","E",5230
"COP_CLOPE","COP","CLOPE","P1510","P",1510
"CORA_ECOLI","CORA","ECOLI","P0810","P",810
"COX1_AMICA","COX1","AMICA","E2430","E",2430
"COX1_APIME","COX1","APIME","E6240","E",6240
"COX1_ASCSU","COX1","ASCSU","E7170","E",7170
"COX1_ATRSP","COX1","ATRSP","E2420","E",2420
"COX1_BALPH","COX1","BALPH","E5120","E",5120
"COX1_BETVU","COX1","BETVU","E9490","E",9490
"COX1_BOVIN","COX1","BOVIN","E5100","E",5100
"COX1_CAEEL","COX1","CAEEL","E7160","E",7160
"COX1_CHICK","COX1","CHICK","E4480","E",4480
"COX1_CHLRE","COX1","CHLRE","E8620","E",8620
"COX1_COTJA","COX1","COTJA","E4480","E",4480
"COX1_CYPCA","COX1","CYPCA","E2470","E",2470
"COX1_DROME","COX1","DROME","E6230","E",6230
"COX1_DROYA","COX1","DROYA","E6230","E",6230
"COX1_EMENI","COX1","EMENI","E8140","E",8140
"COX1_GEOSD","COX1","GEOSD","E2570","E",2570
"COX1_GOMVA","COX1","GOMVA","E2570","E",2570
"COX1_HUMAN","COX1","HUMAN","E5210","E",5210
"COX1_KLULA","COX1","KLULA","E8120","E",8120
"COX1_LEITA","COX1","LEITA","E1000","E",1000
"COX1_LEPOC","COX1","LEPOC","E2420","E",2420
"COX1_MAIZE","COX1","MAIZE","E9940","E",9940
"COX1_MARPO","COX1","MARPO","E8910","E",8910
"COX1_MEGAT","COX1","MEGAT","E2440","E",2440
"COX1_MOUSE","COX1","MOUSE","E5230","E",5230
"COX1_NEUCR","COX1","NEUCR","E8190","E",8190
"COX1_OENBE","COX1","OENBE","E9680","E",9680
"COX1_ORYSA","COX1","ORYSA","E9940","E",9940
"COX1_PANBU","COX1","PANBU","E2584","E",2584
"COX1_PARDE","COX1","PARDE","P0700","P",700
"COX1_PARLI","COX1","PARLI","E6620","E",6620
"COX1_PARTE","COX1","PARTE","E1200","E",1200
"COX1_PEA","COX1","PEA","E9670","E",9670
"COX1_PHOVI","COX1","PHOVI","E5200","E",5200
"COX1_PISOC","COX1","PISOC","E6600","E",6600
"COX1_PODAN","COX1","PODAN","E8190","E",8190
"COX1_POLSP","COX1","POLSP","E2410","E",2410
"COX1_POLSX","COX1","POLSX","E2590","E",2590
"COX1_POMNI","COX1","POMNI","E2570","E",2570
"COX1_RAT","COX1","RAT","E5230","E",5230
"COX1_SALTR","COX1","SALTR","E2510","E",2510
"COX1_SCAPL","COX1","SCAPL","E2410","E",2410
"COX1_SCHPO","COX1","SCHPO","E8120","E",8120
"COX1_SORBI","COX1","SORBI","E9940","E",9940
"COX1_SOYBN","COX1","SOYBN","E9670","E",9670
"COX1_STRPU","COX1","STRPU","E6620","E",6620
"COX1_TETPY","COX1","TETPY","E1200","E",1200
"COX1_THEP3","COX1","THEP3","P0000","P",0
"COX1_TRYBB","COX1","TRYBB","E1000","E",1000
"COX1_WHEAT","COX1","WHEAT","E9940","E",9940
"COX1_XENLA","COX1","XENLA","E4000","E",4000
"COX1_YEAST","COX1","YEAST","E8120","E",8120
"COX2_ACHDO","COX2","ACHDO","E6270","E",6270
"COX2_ADABI","COX2","ADABI","E6220","E",6220
"COX2_AMICA","COX2","AMICA","E2430","E",2430
"COX2_APIME","COX2","APIME","E6240","E",6240
"COX2_ASCSU","COX2","ASCSU","E7170","E",7170
"COX2_ASTPE","COX2","ASTPE","E6600","E",6600
"COX2_ATRSP","COX2","ATRSP","E2420","E",2420
"COX2_BALPH","COX2","BALPH","E5120","E",5120
"COX2_BOVIN","COX2","BOVIN","E5100","E",5100
"COX2_CAEEL","COX2","CAEEL","E7160","E",7160
"COX2_CERAE","COX2","CERAE","E5210","E",5210
"COX2_CHICK","COX2","CHICK","E4480","E",4480
"COX2_CTEFE","COX2","CTEFE","E6284","E",6284
"COX2_CYPCA","COX2","CYPCA","E2470","E",2470
"COX2_DAUCA","COX2","DAUCA","E9780","E",9780
"COX2_DROAI","COX2","DROAI","E6230","E",6230
"COX2_DROAL","COX2","DROAL","E6230","E",6230
"COX2_DROAM","COX2","DROAM","E6230","E",6230
"COX2_DROAT","COX2","DROAT","E6230","E",6230
"COX2_DROAZ","COX2","DROAZ","E6230","E",6230
"COX2_DROBF","COX2","DROBF","E6230","E",6230
"COX2_DROLO","COX2","DROLO","E6230","E",6230
"COX2_DROME","COX2","DROME","E6230","E",6230
"COX2_DRONR","COX2","DRONR","E6230","E",6230
"COX2_DROPS","COX2","DROPS","E6230","E",6230
"COX2_DROSU","COX2","DROSU","E6230","E",6230
"COX2_DROYA","COX2","DROYA","E6230","E",6230
"COX2_EMENI","COX2","EMENI","E8140","E",8140
"COX2_EXERO","COX2","EXERO","E6240","E",6240
"COX2_GALME","COX2","GALME","E6250","E",6250
"COX2_GEOSD","COX2","GEOSD","E2570","E",2570
"COX2_GOMVA","COX2","GOMVA","E2570","E",2570
"COX2_GORGO","COX2","GORGO","E5210","E",5210
"COX2_HANSA","COX2","HANSA","E8120","E",8120
"COX2_HUMAN","COX2","HUMAN","E5210","E",5210
"COX2_HYLSY","COX2","HYLSY","E5210","E",5210
"COX2_KLULA","COX2","KLULA","E8120","E",8120
"COX2_LASSP","COX2","LASSP","E6240","E",6240
"COX2_LEITA","COX2","LEITA","E1000","E",1000
"COX2_LEPOC","COX2","LEPOC","E2420","E",2420
"COX2_LOCMI","COX2","LOCMI","E6270","E",6270
"COX2_MACFA","COX2","MACFA","E5210","E",5210
"COX2_MAIZE","COX2","MAIZE","E9940","E",9940
"COX2_MARPO","COX2","MARPO","E8910","E",8910
"COX2_MEGAT","COX2","MEGAT","E2440","E",2440
"COX2_MICPE","COX2","MICPE","E5230","E",5230
"COX2_MOUSE","COX2","MOUSE","E5230","E",5230
"COX2_NEUCR","COX2","NEUCR","E8190","E",8190
"COX2_OENBE","COX2","OENBE","E9680","E",9680
"COX2_ONCFA","COX2","ONCFA","E6236","E",6236
"COX2_ORYSA","COX2","ORYSA","E9940","E",9940
"COX2_PANPA","COX2","PANPA","E5210","E",5210
"COX2_PARDE","COX2","PARDE","P0700","P",700
"COX2_PARLI","COX2","PARLI","E6620","E",6620
"COX2_PARPR","COX2","PARPR","E1200","E",1200
"COX2_PARTE","COX2","PARTE","E1200","E",1200
"COX2_PEA","COX2","PEA","E9670","E",9670
"COX2_PERAM","COX2","PERAM","E6210","E",6210
"COX2_PHOVI","COX2","PHOVI","E5200","E",5200
"COX2_PISOC","COX2","PISOC","E6600","E",6600
"COX2_PNECA","COX2","PNECA","E8000","E",8000
"COX2_PODAN","COX2","PODAN","E8190","E",8190
"COX2_POLSX","COX2","POLSX","E2590","E",2590
"COX2_RAT","COX2","RAT","E5230","E",5230
"COX2_SCAPL","COX2","SCAPL","E2410","E",2410
"COX2_SCHGR","COX2","SCHGR","E6270","E",6270
"COX2_SCHPO","COX2","SCHPO","E8120","E",8120
"COX2_SITGR","COX2","SITGR","E6220","E",6220
"COX2_SOYBN","COX2","SOYBN","E9670","E",9670
"COX2_STRPU","COX2","STRPU","E6620","E",6620
"COX2_SYMST","COX2","SYMST","E6260","E",6260
"COX2_TRYBB","COX2","TRYBB","E1000","E",1000
"COX2_WHEAT","COX2","WHEAT","E9940","E",9940
"COX2_XENLA","COX2","XENLA","E4000","E",4000
"COX2_YEAST","COX2","YEAST","E8120","E",8120
"COX2_ZOOAN","COX2","ZOOAN","E6245","E",6245
"COX3_ASCSU","COX3","ASCSU","E7170","E",7170
"COX3_BALPH","COX3","BALPH","E5120","E",5120
"COX3_BOVIN","COX3","BOVIN","E5100","E",5100
"COX3_CAEEL","COX3","CAEEL","E7160","E",7160
"COX3_CHICK","COX3","CHICK","E4480","E",4480
"COX3_CYPCA","COX3","CYPCA","E2470","E",2470
"COX3_DROME","COX3","DROME","E6230","E",6230
"COX3_DROYA","COX3","DROYA","E6230","E",6230
"COX3_EMENI","COX3","EMENI","E8140","E",8140
"COX3_HUMAN","COX3","HUMAN","E5210","E",5210
"COX3_LEITA","COX3","LEITA","E1000","E",1000
"COX3_LOCMI","COX3","LOCMI","E6270","E",6270
"COX3_MAIZE","COX3","MAIZE","E9940","E",9940
"COX3_MARPO","COX3","MARPO","E8910","E",8910
"COX3_MOUSE","COX3","MOUSE","E5230","E",5230
"COX3_NEUCR","COX3","NEUCR","E8190","E",8190
"COX3_OENBE","COX3","OENBE","E9680","E",9680
"COX3_ONCNE","COX3","ONCNE","E2510","E",2510
"COX3_ORYSA","COX3","ORYSA","E9940","E",9940
"COX3_PARDE","COX3","PARDE","P0700","P",700
"COX3_PARLI","COX3","PARLI","E6620","E",6620
"COX3_PHOVI","COX3","PHOVI","E5200","E",5200
"COX3_PISOC","COX3","PISOC","E6600","E",6600
"COX3_RAT","COX3","RAT","E5230","E",5230
"COX3_SALCL","COX3","SALCL","E2510","E",2510
"COX3_SCHCO","COX3","SCHCO","E8250","E",8250
"COX3_SCHPO","COX3","SCHPO","E8120","E",8120
"COX3_SOYBN","COX3","SOYBN","E9670","E",9670
"COX3_STRPU","COX3","STRPU","E6620","E",6620
"COX3_WHEAT","COX3","WHEAT","E9940","E",9940
"COX3_XENLA","COX3","XENLA","E4000","E",4000
"COX3_YEAST","COX3","YEAST","E8120","E",8120
"COX5_NEUCR","COX5","NEUCR","E8190","E",8190
"COX6_DICDI","COX6","DICDI","E1050","E",1050
"COX7_YEAST","COX7","YEAST","E8120","E",8120
"COX9_YEAST","COX9","YEAST","E8120","E",8120
"COXX_PARDE","COXX","PARDE","P0700","P",700
"COXZ_PARDE","COXZ","PARDE","P0700","P",700
"COXZ_YEAST","COXZ","YEAST","E8120","E",8120
"CP5A_CANTR","CP5A","CANTR","E8300","E",8300
"CP5B_CANTR","CP5B","CANTR","E8300","E",8300
"CP5C_CANMA","CP5C","CANMA","E8300","E",8300
"CP5E_CANMA","CP5E","CANMA","E8300","E",8300
"CP5F_CANTR","CP5F","CANTR","E8300","E",8300
"CP5G_CANTR","CP5G","CANTR","E8300","E",8300
"CP5H_CANTR","CP5H","CANTR","E8300","E",8300
"CP5I_CANTR","CP5I","CANTR","E8300","E",8300
"CP5J_CANTR","CP5J","CANTR","E8300","E",8300
"CP71_PERAE","CP71","PERAE","E9180","E",9180
"CPT1_YEAST","CPT1","YEAST","E8120","E",8120
"CPTR_PEA","CPTR","PEA","E9670","E",9670
"CPTR_SOLTU","CPTR","SOLTU","E9820","E",9820
"CPTR_SPIOL","CPTR","SPIOL","E9490","E",9490
"CPXA_ECOLI","CPXA","ECOLI","P0810","P",810
"CR1_HUMAN","CR1","HUMAN","E5210","E",5210
"CR2_HUMAN","CR2","HUMAN","E5210","E",5210
"CR2_MOUSE","CR2","MOUSE","E5230","E",5230
"CRB_DROME","CRB","DROME","E6230","E",6230
"CREC_ECOLI","CREC","ECOLI","P0810","P",810
"CRNA_EMENI","CRNA","EMENI","E8140","E",8140
"CRTI_NEUCR","CRTI","NEUCR","E8190","E",8190
"CSCB_ECOLI","CSCB","ECOLI","P0810","P",810
