"ID","protein-ID","species-ID","group-ID","spec-Type","spec-No"
"5HT2_HUMAN","5HT2","HUMAN","E5210","E",5210
"5HT2_RAT","5HT2","RAT","E5230","E",5230
"5HT3_MOUSE","5HT3","MOUSE","E5230","E",5230
"5HTA_DROME","5HTA","DROME","E6230","E",6230
"5HTA_HUMAN","5HTA","HUMAN","E5210","E",5210
"5HTA_RAT","5HTA","RAT","E5230","E",5230
"5HTB_DROME","5HTB","DROME","E6230","E",6230
"5HTB_MOUSE","5HTB","MOUSE","E5230","E",5230
"5HTB_RAT","5HTB","RAT","E5230","E",5230
"5HTC_HUMAN","5HTC","HUMAN","E5210","E",5210
"5HTC_RAT","5HTC","RAT","E5230","E",5230
"5HTD_CANFA","5HTD","CANFA","E5110","E",5110
"5HTD_HUMAN","5HTD","HUMAN","E5210","E",5210
"5HTD_RAT","5HTD","RAT","E5230","E",5230
"5HTE_HUMAN","5HTE","HUMAN","E5210","E",5210
"5HTE_MOUSE","5HTE","MOUSE","E5230","E",5230
"5HTX_HUMAN","5HTX","HUMAN","E5210","E",5210
"7LES_DROME","7LES","DROME","E6230","E",6230
"7LES_DROVI","7LES","DROVI","E6230","E",6230
"A1AA_HUMAN","A1AA","HUMAN","E5210","E",5210
"A1AA_RAT","A1AA","RAT","E5230","E",5230
"A1AB_CANFA","A1AB","CANFA","E5110","E",5110
"A1AB_MESAU","A1AB","MESAU","E5230","E",5230
"A1AB_RAT","A1AB","RAT","E5230","E",5230
"A1AC_BOVIN","A1AC","BOVIN","E5100","E",5100
"A2AA_HUMAN","A2AA","HUMAN","E5210","E",5210
"A2AA_MOUSE","A2AA","MOUSE","E5230","E",5230
"A2AA_PIG","A2AA","PIG","E5100","E",5100
"A2AA_RAT","A2AA","RAT","E5230","E",5230
"A2AB_HUMAN","A2AB","HUMAN","E5210","E",5210
"A2AB_MOUSE","A2AB","MOUSE","E5230","E",5230
"A2AB_RAT","A2AB","RAT","E5230","E",5230
"A2AC_HUMAN","A2AC","HUMAN","E5210","E",5210
"A2AC_MOUSE","A2AC","MOUSE","E5230","E",5230
"A2AC_RAT","A2AC","RAT","E5230","E",5230
"A4_DROME","A4","DROME","E6230","E",6230
"A4_HUMAN","A4","HUMAN","E5210","E",5210
"A4_MOUSE","A4","MOUSE","E5230","E",5230
"A4_RAT","A4","RAT","E5230","E",5230
"A5_XENLA","A5","XENLA","E4000","E",4000
"AA1R_BOVIN","AA1R","BOVIN","E5100","E",5100
"AA1R_CANFA","AA1R","CANFA","E5110","E",5110
"AA1R_HUMAN","AA1R","HUMAN","E5210","E",5210
"AA1R_RAT","AA1R","RAT","E5230","E",5230
"AA2A_CANFA","AA2A","CANFA","E5110","E",5110
"AA2A_HUMAN","AA2A","HUMAN","E5210","E",5210
"AA2A_RAT","AA2A","RAT","E5230","E",5230
"AA2B_HUMAN","AA2B","HUMAN","E5210","E",5210
"AA2B_RAT","AA2B","RAT","E5230","E",5230
"AA64_HUMAN","AA64","HUMAN","E5210","E",5210
"ACE_HUMAN","ACE","HUMAN","E5210","E",5210
"ACE_MOUSE","ACE","MOUSE","E5230","E",5230
"ACE_RABIT","ACE","RABIT","E5170","E",5170
"ACET_HUMAN","ACET","HUMAN","E5210","E",5210
"ACET_MOUSE","ACET","MOUSE","E5230","E",5230
"ACET_RABIT","ACET","RABIT","E5170","E",5170
"ACH1_DROME","ACH1","DROME","E6230","E",6230
"ACH1_SCHGR","ACH1","SCHGR","E6270","E",6270
"ACH1_XENLA","ACH1","XENLA","E4000","E",4000
"ACH2_CHICK","ACH2","CHICK","E4480","E",4480
"ACH2_DROME","ACH2","DROME","E6230","E",6230
"ACH2_RAT","ACH2","RAT","E5230","E",5230
"ACH2_XENLA","ACH2","XENLA","E4000","E",4000
"ACH3_CARAU","ACH3","CARAU","E2470","E",2470
"ACH3_CHICK","ACH3","CHICK","E4480","E",4480
"ACH3_DROME","ACH3","DROME","E6230","E",6230
"ACH3_RAT","ACH3","RAT","E5230","E",5230
"ACH4_CHICK","ACH4","CHICK","E4480","E",4480
"ACH4_DROME","ACH4","DROME","E6230","E",6230
"ACH4_RAT","ACH4","RAT","E5230","E",5230
"ACH5_CHICK","ACH5","CHICK","E4480","E",4480
"ACH5_HUMAN","ACH5","HUMAN","E5210","E",5210
"ACH5_RAT","ACH5","RAT","E5230","E",5230
"ACH7_CHICK","ACH7","CHICK","E4480","E",4480
"ACHA_BOVIN","ACHA","BOVIN","E5100","E",5100
"ACHA_CHICK","ACHA","CHICK","E4480","E",4480
"ACHA_ELEEL","ACHA","ELEEL","E2500","E",2500
"ACHA_HUMAN","ACHA","HUMAN","E5210","E",5210
"ACHA_MOUSE","ACHA","MOUSE","E5230","E",5230
"ACHA_RAT","ACHA","RAT","E5230","E",5230
"ACHA_TORCA","ACHA","TORCA","E2100","E",2100
"ACHA_TORMA","ACHA","TORMA","E2100","E",2100
"ACHB_BOVIN","ACHB","BOVIN","E5100","E",5100
"ACHB_CHICK","ACHB","CHICK","E4480","E",4480
"ACHB_ELEEL","ACHB","ELEEL","E2500","E",2500
"ACHB_HUMAN","ACHB","HUMAN","E5210","E",5210
"ACHB_MOUSE","ACHB","MOUSE","E5230","E",5230
"ACHB_RAT","ACHB","RAT","E5230","E",5230
"ACHB_TORCA","ACHB","TORCA","E2100","E",2100
"ACHD_BOVIN","ACHD","BOVIN","E5100","E",5100
"ACHD_CHICK","ACHD","CHICK","E4480","E",4480
"ACHD_ELEEL","ACHD","ELEEL","E2500","E",2500
"ACHD_MOUSE","ACHD","MOUSE","E5230","E",5230
"ACHD_RAT","ACHD","RAT","E5230","E",5230
"ACHD_TORCA","ACHD","TORCA","E2100","E",2100
"ACHD_XENLA","ACHD","XENLA","E4000","E",4000
"ACHE_BOVIN","ACHE","BOVIN","E5100","E",5100
"ACHE_MOUSE","ACHE","MOUSE","E5230","E",5230
"ACHE_RAT","ACHE","RAT","E5230","E",5230
"ACHG_BOVIN","ACHG","BOVIN","E5100","E",5100
"ACHG_CHICK","ACHG","CHICK","E4480","E",4480
"ACHG_ELEEL","ACHG","ELEEL","E2500","E",2500
"ACHG_HUMAN","ACHG","HUMAN","E5210","E",5210
"ACHG_MOUSE","ACHG","MOUSE","E5230","E",5230
"ACHG_RAT","ACHG","RAT","E5230","E",5230
"ACHG_TORCA","ACHG","TORCA","E2100","E",2100
"ACHG_XENLA","ACHG","XENLA","E4000","E",4000
"ACHN_CARAU","ACHN","CARAU","E2470","E",2470
"ACHN_CHICK","ACHN","CHICK","E4480","E",4480
"ACHN_HUMAN","ACHN","HUMAN","E5210","E",5210
"ACHN_RAT","ACHN","RAT","E5230","E",5230
"ACHO_CARAU","ACHO","CARAU","E2470","E",2470
"ACHO_RAT","ACHO","RAT","E5230","E",5230
"ACHP_CARAU","ACHP","CARAU","E2470","E",2470
"ACHP_CHICK","ACHP","CHICK","E4480","E",4480
"ACHP_RAT","ACHP","RAT","E5230","E",5230
"ACM1_DROME","ACM1","DROME","E6230","E",6230
"ACM1_HUMAN","ACM1","HUMAN","E5210","E",5210
"ACM1_MOUSE","ACM1","MOUSE","E5230","E",5230
"ACM1_PIG","ACM1","PIG","E5100","E",5100
"ACM1_RAT","ACM1","RAT","E5230","E",5230
"ACM2_CHICK","ACM2","CHICK","E4480","E",4480
"ACM2_HUMAN","ACM2","HUMAN","E5210","E",5210
"ACM2_PIG","ACM2","PIG","E5100","E",5100
"ACM2_RAT","ACM2","RAT","E5230","E",5230
"ACM3_HUMAN","ACM3","HUMAN","E5210","E",5210
"ACM3_PIG","ACM3","PIG","E5100","E",5100
"ACM3_RAT","ACM3","RAT","E5230","E",5230
"ACM4_CHICK","ACM4","CHICK","E4480","E",4480
"ACM4_HUMAN","ACM4","HUMAN","E5210","E",5210
"ACM4_RAT","ACM4","RAT","E5230","E",5230
"ACM4_XENLA","ACM4","XENLA","E4000","E",4000
"ACM5_HUMAN","ACM5","HUMAN","E5210","E",5210
"ACM5_RAT","ACM5","RAT","E5230","E",5230
"ACO1_YEAST","ACO1","YEAST","E8120","E",8120
"AD1_RAT","AD1","RAT","E5230","E",5230
"ADP1_YEAST","ADP1","YEAST","E8120","E",8120
"ADT_CHLRE","ADT","CHLRE","E8620","E",8620
"ADT_NEUCR","ADT","NEUCR","E8190","E",8190
"ADT_RICPR","ADT","RICPR","P1110","P",1110
"ADT1_BOVIN","ADT1","BOVIN","E5100","E",5100
"ADT1_HUMAN","ADT1","HUMAN","E5210","E",5210
"ADT1_MAIZE","ADT1","MAIZE","E9940","E",9940
"ADT1_SOLTU","ADT1","SOLTU","E9820","E",9820
"ADT1_YEAST","ADT1","YEAST","E8120","E",8120
"ADT2_HUMAN","ADT2","HUMAN","E5210","E",5210
"ADT2_MAIZE","ADT2","MAIZE","E9940","E",9940
"ADT2_SOLTU","ADT2","SOLTU","E9820","E",9820
"ADT2_YEAST","ADT2","YEAST","E8120","E",8120
"ADT3_HUMAN","ADT3","HUMAN","E5210","E",5210
"ADT3_YEAST","ADT3","YEAST","E8120","E",8120
"AG2R_BOVIN","AG2R","BOVIN","E5100","E",5100
"AG2R_HUMAN","AG2R","HUMAN","E5210","E",5210
"AG2R_MOUSE","AG2R","MOUSE","E5230","E",5230
"AG2R_PIG","AG2R","PIG","E5100","E",5100
"AG2R_RAT","AG2R","RAT","E5230","E",5230
"AG2S_MOUSE","AG2S","MOUSE","E5230","E",5230
"AG2S_RAT","AG2S","RAT","E5230","E",5230
"AIL_YEREN","AIL","YEREN","P0810","P",810
"ALG1_YEAST","ALG1","YEAST","E8120","E",8120
"ALKB_PSEOL","ALKB","PSEOL","P0710","P",710
"AMA1_PLACH","AMA1","PLACH","E1100","E",1100
"AMA1_PLAFA","AMA1","PLAFA","E1100","E",1100
"AMA1_PLAFR","AMA1","PLAFR","E1100","E",1100
"AMD_BOVIN","AMD","BOVIN","E5100","E",5100
"AMD_HUMAN","AMD","HUMAN","E5210","E",5210
"AMD_RAT","AMD","RAT","E5230","E",5230
"AMD2_XENLA","AMD2","XENLA","E4000","E",4000
"AMFR_HUMAN","AMFR","HUMAN","E5210","E",5210
"AMIC_STRPN","AMIC","STRPN","P1420","P",1420
"AMID_STRPN","AMID","STRPN","P1420","P",1420
"AMPE_ECOLI","AMPE","ECOLI","P0810","P",810
"AMPE_MOUSE","AMPE","MOUSE","E5230","E",5230
"AMPN_HUMAN","AMPN","HUMAN","E5210","E",5210
"AMPN_PIG","AMPN","PIG","E5100","E",5100
"AMPN_RABIT","AMPN","RABIT","E5170","E",5170
"AMPN_RAT","AMPN","RAT","E5230","E",5230
"AMPR_HUMAN","AMPR","HUMAN","E5210","E",5210
"ANPA_HUMAN","ANPA","HUMAN","E5210","E",5210
"ANPA_MOUSE","ANPA","MOUSE","E5230","E",5230
"ANPA_RAT","ANPA","RAT","E5230","E",5230
"ANPB_HUMAN","ANPB","HUMAN","E5210","E",5210
"ANPB_RAT","ANPB","RAT","E5230","E",5230
"ANPC_BOVIN","ANPC","BOVIN","E5100","E",5100
"ANPC_HUMAN","ANPC","HUMAN","E5210","E",5210
"AOAH_HUMAN","AOAH","HUMAN","E5210","E",5210
"AOX1_SAUGU","AOX1","SAUGU","E9920","E",9920
"APPB_ECOLI","APPB","ECOLI","P0810","P",810
"APPC_ECOLI","APPC","ECOLI","P0810","P",810
"ARAE_ECOLI","ARAE","ECOLI","P0810","P",810
"ARCB_ECOLI","ARCB","ECOLI","P0810","P",810
"ARCD_PSEAE","ARCD","PSEAE","P0710","P",710
"AROP_ECOLI","AROP","ECOLI","P0810","P",810
"ARP4_STRPY","ARP4","STRPY","P1420","P",1420
"ARSB_ECOLI","ARSB","ECOLI","P0810","P",810
"ARSB_STAAU","ARSB","STAAU","P1410","P",1410
"ARSB_STAXY","ARSB","STAXY","P1510","P",1510
"ASA1_ENTFA","ASA1","ENTFA","P1420","P",1420
"ATC1_YEAST","ATC1","YEAST","E8120","E",8120
"ATC2_YEAST","ATC2","YEAST","E8120","E",8120
"ATC3_SCHPO","ATC3","SCHPO","E8120","E",8120
"ATCA_RABIT","ATCA","RABIT","E5170","E",5170
"ATCB_CHICK","ATCB","CHICK","E4480","E",4480
"ATCB_DROME","ATCB","DROME","E6230","E",6230
"ATCB_RABIT","ATCB","RABIT","E5170","E",5170
"ATCD_FELCA","ATCD","FELCA","E5110","E",5110
"ATCD_HUMAN","ATCD","HUMAN","E5210","E",5210
"ATCD_PIG","ATCD","PIG","E5100","E",5100
"ATCD_RABIT","ATCD","RABIT","E5170","E",5170
"ATCD_RAT","ATCD","RAT","E5230","E",5230
"ATCE_HUMAN","ATCE","HUMAN","E5210","E",5210
"ATCE_PIG","ATCE","PIG","E5100","E",5100
"ATCE_RABIT","ATCE","RABIT","E5170","E",5170
"ATCE_RAT","ATCE","RAT","E5230","E",5230
"ATCF_RAT","ATCF","RAT","E5230","E",5230
"ATCP_RAT","ATCP","RAT","E5230","E",5230
"ATCQ_HUMAN","ATCQ","HUMAN","E5210","E",5210
"ATCQ_PIG","ATCQ","PIG","E5100","E",5100
"ATCQ_RABIT","ATCQ","RABIT","E5170","E",5170
"ATCQ_RAT","ATCQ","RAT","E5230","E",5230
"ATCR_HUMAN","ATCR","HUMAN","E5210","E",5210
"ATH1_ARATH","ATH1","ARATH","E9610","E",9610
"ATH1_CANAL","ATH1","CANAL","E8300","E",8300
"ATH1_LYCES","ATH1","LYCES","E9820","E",9820
"ATH1_SCHPO","ATH1","SCHPO","E8120","E",8120
"ATH1_YEAST","ATH1","YEAST","E8120","E",8120
"ATH2_ARATH","ATH2","ARATH","E9610","E",9610
"ATH2_LYCES","ATH2","LYCES","E9820","E",9820
"ATH2_SCHPO","ATH2","SCHPO","E8120","E",8120
"ATH2_YEAST","ATH2","YEAST","E8120","E",8120
"ATH3_ARATH","ATH3","ARATH","E9610","E",9610
"ATHA_HUMAN","ATHA","HUMAN","E5210","E",5210
"ATHA_PIG","ATHA","PIG","E5100","E",5100
"ATHA_RABIT","ATHA","RABIT","E5170","E",5170
"ATHA_RAT","ATHA","RAT","E5230","E",5230
"ATHB_PIG","ATHB","PIG","E5100","E",5100
"ATHB_RABIT","ATHB","RABIT","E5170","E",5170
"ATHB_RAT","ATHB","RAT","E5230","E",5230
"ATHP_NEUCR","ATHP","NEUCR","E8190","E",8190
"ATHP_ZYGRO","ATHP","ZYGRO","E8120","E",8120
"ATK_ENTFA","ATK","ENTFA","P1420","P",1420
"ATKB_ECOLI","ATKB","ECOLI","P0810","P",810
"ATMB_SALTY","ATMB","SALTY","P0810","P",810
"ATMC_SALTY","ATMC","SALTY","P0810","P",810
"ATN1_CHICK","ATN1","CHICK","E4480","E",4480
"ATN1_HORSE","ATN1","HORSE","E5180","E",5180
"ATN1_HUMAN","ATN1","HUMAN","E5210","E",5210
"ATN1_PIG","ATN1","PIG","E5100","E",5100
"ATN1_RAT","ATN1","RAT","E5230","E",5230
"ATN1_SHEEP","ATN1","SHEEP","E5100","E",5100
"ATN2_CHICK","ATN2","CHICK","E4480","E",4480
"ATN2_RAT","ATN2","RAT","E5230","E",5230
"ATN3_CHICK","ATN3","CHICK","E4480","E",4480
"ATN3_HUMAN","ATN3","HUMAN","E5210","E",5210
"ATN3_PIG","ATN3","PIG","E5100","E",5100
"ATN3_RAT","ATN3","RAT","E5230","E",5230
"ATNA_ARTSA","ATNA","ARTSA","E6410","E",6410
"ATNA_ARTSF","ATNA","ARTSF","E6410","E",6410
"ATNA_CATCO","ATNA","CATCO","E2470","E",2470
"ATNA_DROME","ATNA","DROME","E6230","E",6230
"ATNA_TORCA","ATNA","TORCA","E2100","E",2100
"ATNB_ARTSA","ATNB","ARTSA","E6410","E",6410
"ATNB_CANFA","ATNB","CANFA","E5110","E",5110
"ATNB_CHICK","ATNB","CHICK","E4480","E",4480
"ATNB_HUMAN","ATNB","HUMAN","E5210","E",5210
"ATNB_MOUSE","ATNB","MOUSE","E5230","E",5230
"ATNB_PIG","ATNB","PIG","E5100","E",5100
"ATNB_RAT","ATNB","RAT","E5230","E",5230
"ATNB_SHEEP","ATNB","SHEEP","E5100","E",5100
"ATNB_TORCA","ATNB","TORCA","E2100","E",2100
"ATNC_HUMAN","ATNC","HUMAN","E5210","E",5210
"ATNC_MOUSE","ATNC","MOUSE","E5230","E",5230
"ATNC_RAT","ATNC","RAT","E5230","E",5230
"ATNC_XENLA","ATNC","XENLA","E4000","E",4000
"ATP6_ANASP","ATP6","ANASP","P0070","P",70
"ATP6_BACAO","ATP6","BACAO","P1510","P",1510
"ATP6_BACFI","ATP6","BACFI","P1510","P",1510
"ATP6_BACME","ATP6","BACME","P1510","P",1510
"ATP6_ECOLI","ATP6","ECOLI","P0810","P",810
"ATP6_PROMO","ATP6","PROMO","P0910","P",910
"ATP6_PSEPU","ATP6","PSEPU","P0710","P",710
"ATP6_RHORU","ATP6","RHORU","P0120","P",120
"ATP6_SYNP6","ATP6","SYNP6","P0050","P",50
"ATP6_SYNY3","ATP6","SYNY3","P0050","P",50
"ATP6_THEP3","ATP6","THEP3","P0000","P",0
"ATP6_VIBAL","ATP6","VIBAL","P0820","P",820
"ATP9_BETVU","ATP9","BETVU","E9490","E",9490
"ATP9_HELAN","ATP9","HELAN","E9892","E",9892
"ATP9_MAIZE","ATP9","MAIZE","E9940","E",9940
"ATP9_MARPO","ATP9","MARPO","E8910","E",8910
"ATP9_OENBI","ATP9","OENBI","E9680","E",9680
"ATP9_ORYSA","ATP9","ORYSA","E9940","E",9940
"ATP9_PARTE","ATP9","PARTE","E1200","E",1200
"ATP9_PEA","ATP9","PEA","E9670","E",9670
"ATP9_SCHPO","ATP9","SCHPO","E8120","E",8120
"ATP9_TOBAC","ATP9","TOBAC","E9820","E",9820
"ATP9_WHEAT","ATP9","WHEAT","E9940","E",9940
"ATP9_YEAST","ATP9","YEAST","E8120","E",8120
"ATPF_ANASP","ATPF","ANASP","P0070","P",70
"ATPF_BACFI","ATPF","BACFI","P1510","P",1510
"ATPF_BACME","ATPF","BACME","P1510","P",1510
"ATPF_BOVIN","ATPF","BOVIN","E5100","E",5100
"ATPF_ECOLI","ATPF","ECOLI","P0810","P",810
"ATPF_ENTFA","ATPF","ENTFA","P1420","P",1420
"ATPF_EUGGR","ATPF","EUGGR","E8750","E",8750
"ATPF_HUMAN","ATPF","HUMAN","E5210","E",5210
"ATPF_MARPO","ATPF","MARPO","E8910","E",8910
"ATPF_ODOSI","ATPF","ODOSI","E8810","E",8810
"ATPF_ORYSA","ATPF","ORYSA","E9940","E",9940
"ATPF_PEA","ATPF","PEA","E9670","E",9670
"ATPF_PROMO","ATPF","PROMO","P0910","P",910
"ATPF_RAT","ATPF","RAT","E5230","E",5230
"ATPF_RHORU","ATPF","RHORU","P0120","P",120
"ATPF_SPIOL","ATPF","SPIOL","E9490","E",9490
"ATPF_SYNP6","ATPF","SYNP6","P0050","P",50
"ATPF_SYNY3","ATPF","SYNY3","P0050","P",50
"ATPF_THEP3","ATPF","THEP3","P0000","P",0
"ATPF_TOBAC","ATPF","TOBAC","E9820","E",9820
"ATPF_VIBAL","ATPF","VIBAL","P0820","P",820
"ATPF_WHEAT","ATPF","WHEAT","E9940","E",9940
"ATPH_EUGGR","ATPH","EUGGR","E8750","E",8750
"ATPH_MARPO","ATPH","MARPO","E8910","E",8910
"ATPH_ODOSI","ATPH","ODOSI","E8810","E",8810
"ATPH_PAVLU","ATPH","PAVLU","E8720","E",8720
"ATPH_PEA","ATPH","PEA","E9670","E",9670
"ATPH_SOYBN","ATPH","SOYBN","E9670","E",9670
"ATPH_SPIOL","ATPH","SPIOL","E9490","E",9490
"ATPH_TOBAC","ATPH","TOBAC","E9820","E",9820
"ATPI_EUGGR","ATPI","EUGGR","E8750","E",8750
"ATPI_MAIZE","ATPI","MAIZE","E9940","E",9940
"ATPI_MARPO","ATPI","MARPO","E8910","E",8910
"ATPI_ODOSI","ATPI","ODOSI","E8810","E",8810
"ATPI_ORYSA","ATPI","ORYSA","E9940","E",9940
"ATPI_PAVLU","ATPI","PAVLU","E8720","E",8720
"ATPI_PEA","ATPI","PEA","E9670","E",9670
"ATPI_SPIOL","ATPI","SPIOL","E9490","E",9490
"ATPI_TOBAC","ATPI","TOBAC","E9820","E",9820
"ATPL_ANASP","ATPL","ANASP","P0070","P",70
"ATPL_BACAO","ATPL","BACAO","P1510","P",1510
"ATPL_BACFI","ATPL","BACFI","P1510","P",1510
"ATPL_BACME","ATPL","BACME","P1510","P",1510
"ATPL_BOVIN","ATPL","BOVIN","E5100","E",5100
"ATPL_ECOLI","ATPL","ECOLI","P0810","P",810
"ATPL_EMENI","ATPL","EMENI","E8140","E",8140
"ATPL_ENTFA","ATPL","ENTFA","P1420","P",1420
"ATPL_HUMAN","ATPL","HUMAN","E5210","E",5210
"ATPL_NEUCR","ATPL","NEUCR","E8190","E",8190
"ATPL_PROMO","ATPL","PROMO","P0910","P",910
"ATPL_RHORU","ATPL","RHORU","P0120","P",120
"ATPL_SHEEP","ATPL","SHEEP","E5100","E",5100
"ATPL_SULAC","ATPL","SULAC","P5310","P",5310
"ATPL_SYNP6","ATPL","SYNP6","P0050","P",50
"ATPL_SYNY3","ATPL","SYNY3","P0050","P",50
"ATPL_THEP3","ATPL","THEP3","P0000","P",0
"ATPL_VIBAL","ATPL","VIBAL","P0820","P",820
"ATPM_BOVIN","ATPM","BOVIN","E5100","E",5100
"ATPX_ANASP","ATPX","ANASP","P0070","P",70
"ATPX_ODOSI","ATPX","ODOSI","E8810","E",8810
"ATPX_RHORU","ATPX","RHORU","P0120","P",120
"ATPX_SYNP6","ATPX","SYNP6","P0050","P",50
"ATPX_SYNY3","ATPX","SYNY3","P0050","P",50
"ATPY_YEAST","ATPY","YEAST","E8120","E",8120
"ATPZ_ANASP","ATPZ","ANASP","P0070","P",70
"ATPZ_BACFI","ATPZ","BACFI","P1510","P",1510
"ATPZ_BACME","ATPZ","BACME","P1510","P",1510
"ATPZ_ECOLI","ATPZ","ECOLI","P0810","P",810
"ATPZ_PROMO","ATPZ","PROMO","P0910","P",910
"ATPZ_PSEPU","ATPZ","PSEPU","P0710","P",710
"ATPZ_RHORU","ATPZ","RHORU","P0120","P",120
"ATPZ_SYNP6","ATPZ","SYNP6","P0050","P",50
"ATPZ_THEP3","ATPZ","THEP3","P0000","P",0
"ATPZ_VIBAL","ATPZ","VIBAL","P0820","P",820
"ATR1_YEAST","ATR1","YEAST","E8120","E",8120
"ATX_SYNP6","ATX","SYNP6","P0050","P",50
"ATXA_LEIDO","ATXA","LEIDO","E1000","E",1000
"ATXB_LEIDO","ATXB","LEIDO","E1000","E",1000
"AVR2_HUMAN","AVR2","HUMAN","E5210","E",5210
"AVR2_MOUSE","AVR2","MOUSE","E5230","E",5230
"AVR2_XENLA","AVR2","XENLA","E4000","E",4000
"AVRB_MOUSE","AVRB","MOUSE","E5230","E",5230
"AVRB_XENLA","AVRB","XENLA","E4000","E",4000
"B1AR_HUMAN","B1AR","HUMAN","E5210","E",5210
"B1AR_MELGA","B1AR","MELGA","E4480","E",4480
"B1AR_RAT","B1AR","RAT","E5230","E",5230
"B29_MOUSE","B29","MOUSE","E5230","E",5230
"B2AR_HUMAN","B2AR","HUMAN","E5210","E",5210
"B2AR_MESAU","B2AR","MESAU","E5230","E",5230
"B2AR_MOUSE","B2AR","MOUSE","E5230","E",5230
"B2AR_RAT","B2AR","RAT","E5230","E",5230
"B3A3_MOUSE","B3A3","MOUSE","E5230","E",5230
"B3A3_RAT","B3A3","RAT","E5230","E",5230
"B3AR_HUMAN","B3AR","HUMAN","E5210","E",5210
"B3AR_MOUSE","B3AR","MOUSE","E5230","E",5230
"B3AR_RAT","B3AR","RAT","E5230","E",5230
"B3AT_CHICK","B3AT","CHICK","E4480","E",4480
"B3AT_HUMAN","B3AT","HUMAN","E5210","E",5210
"B3AT_MOUSE","B3AT","MOUSE","E5230","E",5230
"B3AT_RAT","B3AT","RAT","E5230","E",5230
"B3LP_HUMAN","B3LP","HUMAN","E5210","E",5210
"B3LP_MOUSE","B3LP","MOUSE","E5230","E",5230
"B3LP_RAT","B3LP","RAT","E5230","E",5230
"BAC1_HALS1","BAC1","HALS1","P5110","P",5110
"BAC2_HALS2","BAC2","HALS2","P5110","P",5110
"BACH_HALSP","BACH","HALSP","P5110","P",5110
"BACH_NATPH","BACH","NATPH","P5110","P",5110
"BACR_HALHA","BACR","HALHA","P5110","P",5110
"BACS_HALHA","BACS","HALHA","P5110","P",5110
"BAG_STRAG","BAG","STRAG","P1420","P",1420
"BAN7_HUMAN","BAN7","HUMAN","E5210","E",5210
"BARA_ECOLI","BARA","ECOLI","P0810","P",810
"BASI_MOUSE","BASI","MOUSE","E5230","E",5230
"BASI_RAT","BASI","RAT","E5230","E",5230
"BCSA_ACEXY","BCSA","ACEXY","P0750","P",750
"BCSB_ACEXY","BCSB","ACEXY","P0750","P",750
"BETT_ECOLI","BETT","ECOLI","P0810","P",810
"BEX1_HAEIN","BEX1","HAEIN","P0830","P",830
"BEX2_HAEIN","BEX2","HAEIN","P0830","P",830
"BEX3_HAEIN","BEX3","HAEIN","P0830","P",830
"BGAT_HUMAN","BGAT","HUMAN","E5210","E",5210
"BGP1_HUMAN","BGP1","HUMAN","E5210","E",5210
"BIB_DROME","BIB","DROME","E6230","E",6230
"BIME_EMENI","BIME","EMENI","E8140","E",8140
"BIND_ARBPU","BIND","ARBPU","E6620","E",6620
"BIOY_BACSH","BIOY","BACSH","P1510","P",1510
"BLAR_BACLI","BLAR","BACLI","P1510","P",1510
"BLAR_STAAU","BLAR","STAAU","P1410","P",1410
"BOS1_YEAST","BOS1","YEAST","E8120","E",8120
"BOSS_DROME","BOSS","DROME","E6230","E",6230
"BPI_BOVIN","BPI","BOVIN","E5100","E",5100
"BPI_HUMAN","BPI","HUMAN","E5210","E",5210
"BRAB_PSEAE","BRAB","PSEAE","P0710","P",710
"BRAD_PSEAE","BRAD","PSEAE","P0710","P",710
"BRAE_PSEAE","BRAE","PSEAE","P0710","P",710
"BRAZ_PSEAE","BRAZ","PSEAE","P0710","P",710
"BRB2_HUMAN","BRB2","HUMAN","E5210","E",5210
"BRB2_RAT","BRB2","RAT","E5230","E",5230
"BRNQ_SALTY","BRNQ","SALTY","P0810","P",810
"BROW_DROME","BROW","DROME","E6230","E",6230
"BT1_MAIZE","BT1","MAIZE","E9940","E",9940
"BUTY_BOVIN","BUTY","BOVIN","E5100","E",5100
"BVGC_BORPE","BVGC","BORPE","P0780","P",780
"BXA_CLOBO","BXA","CLOBO","P1510","P",1510
"BXC1_CLOBO","BXC1","CLOBO","P1510","P",1510
"BXD_CLOBO","BXD","CLOBO","P1510","P",1510
"C114_MOUSE","C114","MOUSE","E5230","E",5230
"C550_BACSU","C550","BACSU","P1510","P",1510
"C552_BACAZ","C552","BACAZ","P1510","P",1510
"C555_BACAZ","C555","BACAZ","P1510","P",1510
"C561_BOVIN","C561","BOVIN","E5100","E",5100
"C562_RHOSH","C562","RHOSH","P0120","P",120
"C5AR_HUMAN","C5AR","HUMAN","E5210","E",5210
"CAB4_ARATH","CAB4","ARATH","E9610","E",9610
"CADA_BACFI","CADA","BACFI","P1510","P",1510
"CADA_STAAU","CADA","STAAU","P1410","P",1410
"CADB_ECOLI","CADB","ECOLI","P0810","P",810
"CADC_ECOLI","CADC","ECOLI","P0810","P",810
"CADE_CHICK","CADE","CHICK","E4480","E",4480
"CADE_HUMAN","CADE","HUMAN","E5210","E",5210
"CADE_MOUSE","CADE","MOUSE","E5230","E",5230
"CADN_BOVIN","CADN","BOVIN","E5100","E",5100
"CADN_CHICK","CADN","CHICK","E4480","E",4480
"CADN_HUMAN","CADN","HUMAN","E5210","E",5210
"CADN_MOUSE","CADN","MOUSE","E5230","E",5230
