"ID","all","known orientation","ER, known orientation","all/Pam80","all/PAM200","ER/PAM200"
"HA1K_MOUSE",179.2855,164.987,164.987,152,235,191
"HA1L_MOUSE",180.4675,,,152,235,
"HA1Q_MOUSE",181.9188,167.6127,167.6127,152,235,191
"HA1T_MOUSE",166.943,,,152,235,
"HA1U_MOUSE",165.8197,153.2064,153.2064,152,235,191
"HA1W_MOUSE",182.476,168.1252,168.1252,152,235,191
"HA1Y_MOUSE",180.7971,,,152,235,
"HA1Z_MOUSE",172.0335,,,152,235,
"HA21_HUMAN",19.56201,7.551362,7.551362,27,235,191
"HA21_MOUSE",15.95764,6.956665,6.956665,27,235,191
"HA22_HUMAN",19.87955,7.585156,7.585156,27,235,191
"HA22_MOUSE",16.23096,7.044421,7.044421,27,235,191
"HA23_HUMAN",19.4602,,,27,235,
"HA23_MOUSE",16.41491,7.037688,7.037688,27,235,191
"HA24_HUMAN",19.84454,,,27,235,
"HA25_HUMAN",19.33827,7.474818,7.474818,27,235,191
"HA26_HUMAN",19.05544,7.357922,7.357922,27,235,191
"HA27_HUMAN",19.41206,,,27,235,
"HA2B_MOUSE",20.11646,,,27,235,
"HA2B_RAT",19.14524,,,27,235,
"HA2C_PIG",19.17902,7.338344,7.338344,27,235,191
"HA2D_MOUSE",19.96888,,,27,235,
"HA2D_PIG",19.53139,7.440927,7.440927,27,235,191
"HA2F_MOUSE",20.21696,,,27,235,
"HA2J_MOUSE",19.94752,,,27,235,
"HA2K_MOUSE",20.13952,,,27,235,
"HA2P_HUMAN",16.37798,,,27,235,
"HA2P_RABIT",15.46387,,,27,235,
"HA2Q_HUMAN",16.12725,,,27,235,
"HA2Q_MOUSE",20.30435,,,27,235,
"HA2R_HUMAN",16.06377,6.589159,6.589159,27,235,191
"HA2R_MOUSE",20.25006,,,27,235,
"HA2S_MOUSE",20.15769,,,27,235,
"HA2U_MOUSE",20.05455,,,27,235,
"HA2Z_HUMAN",15.0574,,,27,235,
"HAM1_MOUSE",1,,,1,35,
"HB15_HUMAN",1,1,1,1,1,1
"HB21_HUMAN",31.42486,28.55728,28.55728,45,235,191
"HB21_MOUSE",30.58253,27.84973,27.84973,45,235,191
"HB21_SPAEH",25.38195,23.12221,23.12221,45,235,191
"HB22_HUMAN",30.68084,27.80476,27.80476,45,235,191
"HB22_MOUSE",30.61793,27.85338,27.85338,45,235,191
"HB23_HUMAN",31.26681,28.36273,28.36273,45,235,191
"HB23_MOUSE",31.66243,28.84593,28.84593,45,235,191
"HB24_HUMAN",31.07543,28.20999,28.20999,45,235,191
"HB24_MOUSE",30.70179,27.95658,27.95658,45,235,191
"HB25_HUMAN",31.99191,,,45,235,
"HB2A_HUMAN",31.07089,,,45,235,
"HB2A_MOUSE",30.60489,27.70063,27.70063,45,235,191
"HB2A_RAT",29.81894,27.11193,27.11193,45,235,191
"HB2B_HUMAN",32.6214,29.52068,29.52068,45,235,191
"HB2B_RAT",29.8711,27.08838,27.08838,45,235,191
"HB2C_HUMAN",32.65261,29.59809,29.59809,45,235,191
"HB2C_PIG",29.90419,27.20218,27.20218,45,235,191
"HB2D_CANFA",30.96342,28.13575,28.13575,45,235,191
"HB2D_HUMAN",32.00285,28.91048,28.91048,45,235,191
"HB2D_MOUSE",30.88403,27.9562,27.9562,45,235,191
"HB2D_PIG",29.72628,27.0046,27.0046,45,235,191
"HB2D_RAT",28.93995,26.30211,26.30211,45,235,191
"HB2E_HUMAN",31.66746,28.59541,28.59541,45,235,191
"HB2F_HUMAN",32.33261,29.21509,29.21509,45,235,191
"HB2F_MOUSE",30.18052,,,45,235,
"HB2G_HUMAN",32.27474,,,45,235,
"HB2H_HUMAN",32.01741,28.93835,28.93835,45,235,191
"HB2I_HUMAN",31.93368,28.87359,28.87359,45,235,191
"HB2I_MOUSE",30.26107,27.55417,27.55417,45,235,191
"HB2J_HUMAN",30.67265,27.68306,27.68306,45,235,191
"HB2J_MOUSE",31.44287,28.64376,28.64376,45,235,191
"HB2K_HUMAN",30.68161,27.72391,27.72391,45,235,191
"HB2K_MOUSE",30.33096,27.38463,27.38463,45,235,191
"HB2L_CHICK",13.32114,11.92341,11.92341,45,235,191
"HB2O_HUMAN",24.49974,22.28944,22.28944,45,235,191
"HB2O_PANTR",24.47858,22.27045,22.27045,45,235,191
"HB2P_HUMAN",29.68665,27.10676,27.10676,45,235,191
"HB2P_RABIT",25.95625,23.64388,23.64388,45,235,191
"HB2Q_HUMAN",29.62702,27.05593,27.05593,45,235,191
"HB2Q_MOUSE",30.93005,27.96763,27.96763,45,235,191
"HB2S_HUMAN",30.45847,27.80428,27.80428,45,235,191
"HB2S_MOUSE",30.27316,27.30662,27.30662,45,235,191
"HB2T_HUMAN",30.21401,27.58195,27.58195,45,235,191
"HB2U_MOUSE",30.3516,27.44091,27.44091,45,235,191
"HB2X_HUMAN",29.81331,27.07466,27.07466,45,235,191
"HBP_AEGCR",3.036626,,,6,6,
"HBP_MARPO",2.60951,,,6,6,
"HBP_ORYSA",3.549152,,,6,6,
"HBP_PEA",4.046266,,,6,6,
"HBP_TOBAC",4.29992,,,6,6,
"HBP_VICFA",3.782632,,,6,6,
"HEMA_CDVO",1.731053,,,2,8,
"HEMA_MEASE",5.0326,,,6,8,
"HEMA_MEASH",5.022773,,,6,8,
"HEMA_MEASI",4.938756,,,6,8,
"HEMA_MEASY",4.981891,,,6,8,
"HEMA_MUMPM",3.830885,,,10,34,
"HEMA_MUMPR",3.371976,,,10,34,
"HEMA_MUMPS",2.898932,,,10,34,
"HEMA_NDVA",8.455516,7.512425,,9,34,
"HEMA_NDVB",8.512849,7.572692,,9,34,
"HEMA_NDVD",8.636355,7.655566,,9,34,
"HEMA_NDVH",8.505404,7.565626,,9,34,
"HEMA_NDVI",8.444478,7.503187,,9,34,
"HEMA_NDVM",8.500825,7.554887,,9,34,
"HEMA_NDVQ",8.606619,,,9,34,
"HEMA_NDVTG",8.483961,7.549175,,9,34,
"HEMA_NDVU",8.627992,7.647202,,9,34,
"HEMA_PHODV",1.731053,,,2,8,
"HEMA_PI1HW",8.866544,,,14,34,
"HEMA_PI2H",2.606321,,,10,34,
"HEMA_PI2HT",4.401392,,,10,34,
"HEMA_PI3B",9.384193,,,14,34,
"HEMA_PI3H4",10.55547,,,14,34,
"HEMA_PI3HA",10.51857,,,14,34,
"HEMA_PI3HT",10.5911,,,14,34,
"HEMA_PI3HU",10.587,,,14,34,
"HEMA_PI3HV",10.62007,,,14,34,
"HEMA_PI3HW",10.66802,,,14,34,
"HEMA_PI3HX",10.58569,,,14,34,
"HEMA_PI4HA",1,,,1,34,
"HEMA_RACVI",3.410759,3.410759,,5,5,
"HEMA_RINDK",4.118592,,,6,8,
"HEMA_RINDL",4.12979,,,6,8,
"HEMA_SEND5",9.706111,,,14,34,
"HEMA_SENDF",9.70314,,,14,34,
"HEMA_SENDH",9.63149,,,14,34,
"HEMA_SENDJ",9.733063,,,14,34,
"HEMA_SENDZ",9.704129,,,14,34,
"HEMA_SV41",4.242117,,,10,34,
"HEMA_SV5",5.78158,,,10,34,
"HEMA_SV5CM",4.891587,,,10,34,
"HEMA_SV5CP",4.887623,,,10,34,
"HEMA_SV5LN",5.309991,,,10,34,
"HEMA_VACCC",4.536562,4.536562,,5,5,
"HEMA_VACCI",4.525143,4.525143,,5,5,
"HEMA_VACCT",4.508454,4.508454,,5,5,
"HEMA_VACCV",4.52116,4.52116,,5,5,
"HEPS_HUMAN",1,,,1,1,
"HG2A_HUMAN",2.483094,1,1,3,3,1
"HG2A_MOUSE",2.614557,,,3,3,
"HG2A_RAT",2.633486,,,3,3,
"HH1R_BOVIN",1,,,1,212,
"HH2R_CANFA",2.700245,2.700245,2.700245,3,212,179
"HH2R_HUMAN",2.73619,2.73619,2.73619,3,212,179
"HH2R_RAT",2.695272,2.695272,2.695272,3,212,179
"HIP1_YEAST",1.529946,,,2,11,
"HISM_ECOLI",1.964369,,,2,3,
"HISM_SALTY",1.964369,,,2,3,
"HISQ_SALTY",1,,,1,3,
"HLAE_HUMAN",204.3706,,,152,235,
"HLAE_PONPY",210.468,196.1451,196.1451,152,235,191
"HLAF_HUMAN",209.8949,196.0399,196.0399,152,235,191
"HLAG_HUMAN",214.802,200.2929,200.2929,152,235,191
"HLAH_HUMAN",224.128,209.3523,209.3523,152,235,191
"HLD_STAAU",1,,,1,1,
"HLY2_ECOLI",9.001452,,,20,35,
"HLYB_ACTPL",9.657802,,,20,35,
"HLYB_ECOLI",9.022171,,,20,35,
"HLYB_PROMI",1.551906,,,2,2,
"HLYB_PROVU",9.967371,,,20,35,
"HLYB_SERMA",1.551906,,,2,2,
"HLYB_VIBCH",1,,,1,8,
"HMD1_HEVBR",8.637827,,,13,13,
"HMD1_YEAST",7.978415,,,13,13,
"HMD2_HEVBR",9.316154,,,13,13,
"HMD2_YEAST",8.046015,,,13,13,
"HMD3_HEVBR",7.974108,,,13,13,
"HMDH_ARATH",7.928869,,,13,13,
"HMDH_CRIGR",8.874109,,,13,13,
"HMDH_DROME",6.556908,,,13,13,
"HMDH_HUMAN",8.854988,,,13,13,
"HMDH_MESAU",8.884562,,,13,13,
"HMDH_SCHMA",5.325704,,,13,13,
"HMDH_STRPU",7.807754,,,13,13,
"HMDH_XENLA",8.647241,,,13,13,
"HOK_ECOLI",2.921964,,,2,2,
"HOXN_ALCEU",1,,,1,1,
"HPS1_HUMAN",1,,,1,1,
"HSER_HUMAN",5.491997,,,9,260,
"HSER_RAT",3.686558,,,9,260,
"HT7_CHICK",2.87851,2.87851,2.87851,3,3,3
"HTPX_ECOLI",1,,,1,1,
"HTRB_ECOLI",1,,,1,2,
"HUP1_CHLKE",1,,,1,32,
"HVCM_HETFR",1,,,1,15,
"HXT2_YEAST",3.122287,1,1,3,32,10
"HYAC_ECOLI",1,,,1,1,
"HYCC_ECOLI",1,,,1,1,
"HYCD_ECOLI",1,,,1,37,
"HYEP_HUMAN",2.670735,,,3,3,
"HYEP_RABIT",2.654344,,,3,3,
"HYEP_RAT",2.664251,,,3,3,
"I12B_HUMAN",1,,,1,1,
"I177_ASFB7",1,1,,1,1,
"I329_ASFB7",1,,,1,1,
"ICA1_HUMAN",1.979183,1.979183,1.979183,3,4,4
"ICA1_MOUSE",2.280147,2.280147,2.280147,3,4,4
"ICA1_RAT",2.266764,2.266764,2.266764,3,4,4
"ICA2_HUMAN",1,1,1,1,4,4
"IG1R_HUMAN",6.588282,,,12,260,
"IGA_NEIGO",1,,,1,1,
"IGGB_STRSP",4.71021,4.71021,,10,260,
"IGGG_STRSP",4.71021,4.71021,,10,260,
"IL1R_HUMAN",1.678997,1.678997,1.678997,2,4,2
"IL1R_MOUSE",1.678997,1.678997,1.678997,2,4,2
"IL1S_HUMAN",1.594578,,,2,4,
"IL1S_MOUSE",1.594578,,,2,4,
"IL2A_BOVIN",2.868121,2.868121,2.868121,5,5,5
"IL2A_HUMAN",3.27173,3.27173,3.27173,5,5,5
"IL2A_MOUSE",2.402747,2.402747,2.402747,5,5,5
"IL2A_RAT",3.316919,3.316919,3.316919,5,5,5
"IL2A_SHEEP",2.896023,2.896023,2.896023,5,5,5
"IL2B_HUMAN",2.128827,2.128827,2.128827,3,9,6
"IL2B_MOUSE",2.341533,2.341533,2.341533,3,9,6
"IL2B_RAT",2.385247,2.385247,2.385247,3,9,6
"IL4R_HUMAN",1.484602,,,2,2,
"IL4R_MOUSE",1.484602,1,1,2,2,1
"IL5R_MOUSE",1,1,1,1,2,2
"IL6R_HUMAN",2.024889,,,3,3,
"IL6R_MOUSE",2.408761,,,3,3,
"IL6R_RAT",2.38214,,,3,3,
"IL7R_HUMAN",1.616732,1.616732,1.616732,2,9,6
"IL7R_MOUSE",1.616732,1.616732,1.616732,2,9,6
"IL8A_HUMAN",2.719434,2.719434,2.719434,3,212,179
"IL8A_RABIT",2.689288,2.689288,2.689288,3,212,179
"IL8B_HUMAN",2.694818,2.694818,2.694818,3,212,179
"IL9R_HUMAN",1.568229,,,2,9,
"IL9R_MOUSE",1.568229,1,1,2,9,6
"IM23_SCHJA",1.832503,1.832503,1.832503,2,12,11
"IM23_SCHMA",1.832503,1.832503,1.832503,2,12,11
"IMM4_ECOLI",1,,,1,1,
"IMMA_CITFR",1,,,1,2,
"IMMB_ECOLI",1,,,1,2,
"IMP1_YEAST",1,,,1,1,
"INAR_HUMAN",1,,,1,1,
"INGR_HUMAN",1.487141,,,2,2,
"INGR_MOUSE",1.487141,1,1,2,2,1
"INLA_LISMO",1,1,,1,1,
"INSR_DROME",1,,,1,260,
"INSR_HUMAN",6.371525,,,12,260,
"INSR_MOUSE",6.406766,,,12,260,
"INSR_RAT",6.368644,,,12,260,
"IP3R_DROME",2.813877,,,4,108,
"IP3R_MOUSE",3.33024,,,4,108,
"IP3R_RAT",3.331097,,,4,108,
"IP3S_RAT",3.017202,,,4,108,
"IR10_HCMVA",1,,,1,1,
"IRPA_SYNP7",1,,,1,1,
"IRR_CAVPO",5.871881,,,12,260,
"IRR_HUMAN",4.073508,,,12,260,
"IS42_YEAST",1,,,1,2,
"ISIA_SYNP7",12.58141,,,13,15,
"ITA1_RAT",1,,,1,20,
"ITA2_HUMAN",1,,,1,20,
"ITA3_CRISP",1.882917,,,2,20,
"ITA3_HUMAN",1.882917,,,2,20,
"ITA4_HUMAN",1.844724,,,2,20,
"ITA4_MOUSE",1.844724,,,2,20,
"ITA5_HUMAN",1.894079,,,2,20,
"ITA5_MOUSE",1.894079,1,1,2,20,4
"ITA6_CHICK",1.726001,1.726001,1.726001,2,20,4
"ITA6_HUMAN",1.726001,1.726001,1.726001,2,20,4
"ITA8_CHICK",1,,,1,20,
"ITAB_HUMAN",1,,,1,20,
"ITAL_HUMAN",1.718452,,,2,20,
"ITAL_MOUSE",1.718452,1,1,2,20,4
"ITAM_HUMAN",2.33417,,,3,20,
"ITAM_MOUSE",2.296081,,,3,20,
"ITAP_DROME",1,,,1,20,
"ITAV_CHICK",1.830665,,,2,20,
"ITAV_HUMAN",1.830665,,,2,20,
"ITAX_HUMAN",2.147129,,,3,20,
"ITB0_XENLA",4.882205,3.251791,3.251791,9,260,37
"ITB1_CHICK",4.369949,2.662921,2.662921,9,260,37
"ITB1_HUMAN",4.413108,,,9,260,
"ITB1_MOUSE",4.394776,,,9,260,
"ITB1_XENLA",4.438434,2.807925,2.807925,9,260,37
"ITB2_HUMAN",1.805588,1.805588,1.805588,9,260,37
"ITB2_MOUSE",2.711508,2.253381,2.253381,9,260,37
"ITB3_HUMAN",2.456253,,,4,260,
"ITB4_HUMAN",1,,,1,260,
"ITB5_HUMAN",1.520027,1,1,4,260,37
"ITB6_CAVPO",2.391507,,,4,260,
"ITB6_HUMAN",2.388355,,,4,260,
"ITB7_HUMAN",1.779778,,,9,260,
"ITB7_MOUSE",2.237905,,,9,260,
"ITB8_HUMAN",1.886652,,,2,260,
"ITB8_RABIT",1.886652,1,1,2,260,37
"ITBX_DROME",1,,,1,260,
"ITR2_YEAST",1,,,1,32,
"KDGL_ECOLI",1,,,1,1,
"KDGT_ERWCH",1,,,1,1,
"KDPD_ECOLI",1,,,1,23,
"KDTA_ECOLI",1,,,1,1,
"KECK_HUMAN",3.88741,,,7,260,
"KEFC_ECOLI",1,,,1,2,
"KEK4_CHICK",4.44638,,,7,260,
"KEK4_MOUSE",4.466228,,,7,260,
"KEK5_CHICK",3.89586,,,7,260,
"KELK_RAT",3.879336,,,7,260,
"KELL_HUMAN",1,,,1,5,
"KEPH_HUMAN",1.47534,,,7,260,
"KER1_CHICK",10.26801,,,8,260,
"KEX1_KLULA",1.612778,,,2,260,
"KEX1_YEAST",1,,,1,1,
"KEX2_YEAST",1.612778,,,2,260,
"KFLT_HUMAN",13.59155,,,30,260,
"KFMS_FELCA",12.75938,,,30,260,
"KFMS_FSVMD",13.69696,,,30,260,
"KFMS_HUMAN",13.64409,,,30,260,
"KFMS_MOUSE",13.46509,,,30,260,
"KFMS_RAT",13.47183,,,30,260,
"KGFR_HUMAN",27.62738,,,30,260,
"KGFR_MOUSE",27.52943,,,30,260,
"KGTP_ECOLI",1,,,1,5,
"KHEK_HUMAN",4.497993,,,7,260,
"KKIT_HUMAN",9.732393,,,30,260,
"KKIT_MOUSE",6.960962,,,30,260,
"KLTK_HUMAN",2.22473,,,12,260,
"KLTK_MOUSE",2.252119,,,12,260,
"KMET_HUMAN",6.586437,,,30,260,
"KMET_MOUSE",7.566616,,,30,260,
"KPRO_MAIZE",1,,,1,260,
"KPSM_ECOLI",1.972545,,,2,5,
"KPSN_ECOLI",1.972545,,,2,5,
"KRE1_CANAL",1,,,1,260,
"KRE1_YEAST",1,,,1,260,
"KRET_HUMAN",12.05963,,,30,260,
"KROS_CHICK",8.332362,,,12,260,
"KROS_HUMAN",9.204062,,,12,260,
"KTOR_DROME",11.73535,,,30,260,
"KTR1_YEAST",1,,,1,1,
"KUCR_RAT",1,1,1,1,33,8
"LACF_AGRRD",1,,,1,5,
"LACG_AGRRD",1,,,1,5,
"LACP_KLULA",1,,,1,32,
"LACY_ECOLI",2.722526,2.120129,,3,4,
"LACY_KLEPN",2.781556,,,3,4,
"LACY_LACDE",1.634525,,,4,15,
"LACY_STRTR",2.555117,,,4,15,
"LAG3_HUMAN",1,,,1,1,
"LAMB_ECOLI",1.856866,,,2,2,
"LAMB_SALTY",1.856866,,,2,2,
"LAR_DROME",2.921247,,,6,260,
"LAR_HUMAN",3.139208,,,6,260,
"LBP_HUMAN",1.670318,,,2,4,
"LBP_RABIT",1.670318,,,2,4,
"LBR_CHICK",1,,,1,1,
"LCB1_YEAST",1,,,1,1,
"LCNA_LACLA",1,,,1,1,
"LCNC_LACLA",1,,,1,35,
"LDLR_BOVIN",2.600877,2.600877,2.600877,6,260,37
"LDLR_HUMAN",3.484931,2.587723,2.587723,6,260,37
"LDLR_RABIT",2.558202,2.558202,2.558202,6,260,37
"LECH_CHICK",1,,,1,33,
"LECH_HUMAN",3.417036,,,5,33,
"LECH_RAT",3.304435,,,5,33,
"LECI_HUMAN",3.375687,,,5,33,
"LECI_MOUSE",3.489707,,,5,33,
"LECI_RAT",3.414289,,,5,33,
"LEM1_HUMAN",4.12714,,,7,33,
"LEM1_MOUSE",4.126844,1.4829,1.4829,7,33,8
"LEM2_HUMAN",3.411834,1.4829,1.4829,7,33,8
"LEM2_MOUSE",3.316608,,,7,33,
"LEM2_RABIT",3.364896,,,7,33,
"LEM3_HUMAN",2.70753,,,7,33,
"LEM3_MOUSE",2.711144,,,7,33,
"LEP_BACSU",1,,,1,4,
"LEP_ECOLI",2.374825,,,3,4,
"LEP_PSEFL",1.907459,,,3,4,
"LEP_SALTY",2.377196,,,3,4,
"LEUK_HUMAN",2.068147,1.508195,1.508195,3,260,37
"LEUK_MOUSE",2.237707,1.508195,1.508195,3,260,37
"LEUK_RAT",2.289464,,,3,260,
"LEVF_BACSU",2.215375,,,2,2,
"LEVG_BACSU",2.163736,,,2,2,
"LFA3_HUMAN",1,,,1,1,
"LHA_CHLAU",1,,,1,1,
"LHA_ERYSP",2.431244,2.431244,,5,5,
"LHA_RHOAC",1.532723,,,3,3,
"LHA_RHOCA",2.956712,2.956712,,5,5,
"LHA_RHORU",2.532068,2.037974,,5,5,
"LHA_RHOSH",3.008503,3.008503,,5,5,
"LHA_RHOVI",1.494093,,,5,5,
"LHA2_RHOCA",2.022023,1.4893,,3,3,
"LHA2_RHOSH",1.4893,1.4893,,3,3,
"LHB_CHLAU",1,1,,1,1,
"LHB_ECTHL",1,1,,1,1,
"LHB_ERYSP",2.593066,2.593066,,3,3,
"LHB_RHOAC",2.152159,,,3,3,
"LHB_RHOCA",2.539073,2.539073,,3,3,
"LHB_RHORU",1,1,,1,2,
"LHB_RHOSH",2.578372,2.578372,,3,3,
"LHB_RHOVI",1,1,,1,2,
"LHB2_RHOCA",2.194748,1.641063,,3,3,
"LHB2_RHOSH",2.239538,1.641063,,3,3,
"LI12_CAEEL",1.895856,1.895856,1.895856,2,260,37
"LIM2_RAT",1,1,1,1,2,1
"LIT_ECOLI",1,,,1,1,
"LIVA_SALTY",3.297206,,,3,6,
"LIVE_SALTY",3.302916,,,3,6,
"LIVH_ECOLI",3.278416,,,3,6,
"LIVM_ECOLI",3.273222,,,3,6,
"LKTB_ACTAC",9.957496,,,20,35,
"LKTB_PASHA",10.4191,,,20,35,
"LMP1_CHICK",1.953489,,,4,7,
"LMP1_EBV",2.846987,2.846987,,3,3,
"LMP1_EBVC",2.802516,2.802516,,3,3,
"LMP1_EBVR",2.840194,2.840194,,3,3,
"LMP1_HUMAN",2.801723,,,4,7,
"LMP1_MOUSE",2.955646,,,4,7,
"LMP1_RAT",2.492824,,,4,7,
"LMP2_EBV",1,,,1,1,
"LMP2_HUMAN",2.296724,,,3,7,
"LMP2_MOUSE",2.471246,,,3,7,
"LMP2_RAT",2.485972,,,3,7,
"LPH_HUMAN",1.82335,,,2,2,
"LPH_RABIT",1.82335,,,2,2,
"LRPA_HUMAN",4.119414,1,1,6,260,37
"LRPA_MOUSE",4.105408,,,6,260,
"LRPB_HUMAN",1,,,1,260,
"LRPD_HUMAN",3.606955,,,6,260,
"LRPE_HUMAN",2.933528,,,6,260,
"LRPZ_HUMAN",1,1,1,1,260,37
"LSHR_HUMAN",9.254705,,,9,212,
"LSHR_MOUSE",9.423801,,,9,212,
"LSHR_PIG",9.410797,4.441112,4.441112,9,212,179
"LSHR_RAT",9.440479,,,9,212,
"LSPA_ECOLI",1.905291,,,2,3,
"LSPA_ENTAE",1.905291,,,2,3,
"LSPA_PSEFL",1,1,,1,3,
"LT23_CAEEL",1,,,1,260,
"LY49_MOUSE",1,,,1,33,
"LYSP_ECOLI",1,,,1,11,
"M11P_YEAST",1,,,1,1,
"M12_STRPY",6.191579,,,10,260,
"M24_STRPY",6.147549,5.503515,,10,260,
"M2OM_BOVIN",1,,,1,30,
"M49_STRPY",6.072237,5.338313,,10,260,
"M5_STRPY",8.993217,8.133331,,10,260,
"M6_STRPY",8.278936,7.303161,,10,260,
"MAG_HUMAN",4.777831,,,5,260,
"MAGL_MOUSE",4.898614,,,5,260,
"MAGL_RAT",4.910848,,,5,260,
"MAGS_MOUSE",4.902216,,,5,260,
"MAGS_RAT",4.911331,,,5,260,
"MAL_HUMAN",1,,,1,1,
"MAL6_YEAST",1,,,1,32,
"MALF_ECOLI",2.793671,,,3,5,
"MALF_ENTAE",2.808281,,,3,5,
"MALF_SALTY",2.817204,,,3,5,
"MALG_ECOLI",2.852486,,,3,5,
"MALG_ENTAE",2.872542,,,3,5,
"MALG_SALTY",2.882689,,,3,5,
"MAM2_SCHPO",1,,,1,3,
"MAN2_MOUSE",1,,,1,1,
"MANR_HUMAN",1,,,1,33,
"MAS_HUMAN",2.792599,1.906748,1.906748,3,212,179
"MAS_MOUSE",2.852839,,,3,212,
"MAS_RAT",2.873737,1.906748,1.906748,3,212,179
"MB1_MOUSE",1,,,1,1,
"MBPY_MARPO",3.005478,,,4,11,
"MCBE_ECOLI",1,,,1,1,
"MCP_HUMAN",1,1,1,1,33,8
"MCP1_ECOLI",4.566518,,,7,8,
"MCP2_ECOLI",4.798379,,,7,8,
"MCP2_SALTY",4.811321,,,7,8,
"MCP3_ECOLI",4.813082,,,7,8,
"MCP4_ECOLI",4.113963,,,7,8,
"MCPD_ENTAE",4.529513,,,7,8,
"MCPS_ENTAE",4.646514,,,7,8,
"MDR_LEITA",1,,,1,35,
"MDR_PLAFF",1.454093,,,20,35,
"MDR1_CRIGR",8.426447,,,20,35,
"MDR1_ENTHI",12.4067,,,20,35,
"MDR1_HUMAN",8.346039,,,20,35,
"MDR1_MOUSE",8.195634,,,20,35,
"MDR2_CRIGR",8.274009,,,20,35,
"MDR2_MOUSE",8.271021,,,20,35,
"MDR3_CRIGR",8.204475,,,20,35,
"MDR3_ENTHI",7.424294,,,20,35,
"MDR3_HUMAN",8.203324,,,20,35,
"MDR3_MOUSE",8.421296,,,20,35,
"MDR4_DROME",3.640963,,,20,35,
"MDR4_ENTHI",12.75591,,,20,35,
"MDR5_DROME",5.00464,,,20,35,
"MEC4_CAEEL",1.995763,,,2,2,
"MELB_ECOLI",1,,,1,15,
"MEPA_MOUSE",1,1,1,1,1,1
"MERT_PSEAE",2.773692,,,3,3,
"MERT_SERMA",2.812407,,,3,3,
"MERT_SHIFL",2.755204,,,3,3,
"MERT_STAAU",1,,,1,1,
"MERT_STRLI",1,,,1,1,
"MGLC_ECOLI",1,,,1,1,
"MIP_BOVIN",4.352179,2.845491,,6,260,
"MIP_CHICK",4.887458,,,6,260,
"MIP_HUMAN",5.252146,2.840353,,6,260,
"MIP_RAT",5.288455,2.858993,,6,260,
"MMR_BACSU",1.448469,,,2,16,
"MMR_STRCO",1.448469,,,2,16,
"MO38_NEUCR",1,,,1,2,
"MODB_ECOLI",1,,,1,11,
"MOTA_BACSU",1,,,1,2,
"MOTA_ECOLI",1,1,,1,2,
"MOTB_BACSU",1,,,1,2,
"MOTB_ECOLI",1,1,,1,2,
"MOXY_PARDE",1,,,1,5,
"MP23_BOVIN",1,,,1,1,
"MPCP_BOVIN",2.792083,,,3,30,
"MPCP_HUMAN",2.829945,,,3,30,
"MPCP_RAT",2.815806,,,3,30,
"MPCP_YEAST",1,,,1,30,
"MPRD_BOVIN",2.840325,,,3,3,
"MPRD_HUMAN",2.84654,,,3,3,
"MPRD_MOUSE",2.818984,,,3,3,
"MPRI_BOVIN",1.807534,,,2,2,
"MPRI_HUMAN",1.807534,,,2,2,
"MPV1_MOUSE",1,,,1,1,
"MRAY_ECOLI",1,,,1,1,
"MRP4_STRPY",1.950114,1.950114,,10,260,
"MRS3_YEAST",1.76219,,,2,30,
"MRS4_YEAST",1.76219,,,2,30,
"MSAP_PLAF3",6.973504,,,8,260,
"MSAP_PLAFC",7.045785,,,8,260,
"MSAP_PLAFD",7.393176,,,8,260,
"MSAP_PLAFF",6.938162,,,8,260,
"MSAP_PLAFK",6.381842,,,8,260,
"MSAP_PLAFM",6.936037,,,8,260,
"MSAP_PLAFN",7.137357,,,8,260,
"MSAP_PLAFW",6.397063,,,8,260,
"MSAP_PLAYO",1,,,1,260,
"MSBB_ECOLI",1,,,1,2,
"MSCH_BOVIN",2.851403,,,3,30,
"MSCH_HUMAN",2.827514,,,3,30,
"MSCH_RAT",2.842679,,,3,30,
"MSRE_BOVIN",2.494933,,,3,4,
"MSRE_HUMAN",2.528904,,,3,4,
"MSRE_MOUSE",2.565106,,,3,4,
"MTR_ECOLI",1.999272,,,2,4,
"MUCB_HUMAN",2.338934,,,3,15,
"MUCM_ICTPU",1,,,1,15,
"MUCM_MOUSE",2.32643,,,3,15,
"MUCM_RABIT",2.352331,,,3,15,
"MX_STRPY",5.11904,4.565189,,10,260,
"MYP0_BOVIN",4.289702,,,5,5,
"MYP0_HETFR",3.072913,2.548636,2.548636,5,5,4
"MYP0_HUMAN",4.305162,3.379352,3.379352,5,5,4
"MYP0_MOUSE",4.332731,3.419764,3.419764,5,5,4
"MYP0_RAT",4.360291,3.433643,3.433643,5,5,4
"MYPR_BOVIN",4.533914,,,5,5,
"MYPR_CANFA",4.554755,,,5,5,
"MYPR_CHICK",4.44662,,,5,5,
"MYPR_HUMAN",4.543497,,,5,5,
"MYPR_XENLA",3.569676,,,5,5,
"NABA_RAT",1,,,1,1,
"NACA_CANFA",1,1,1,1,1,1
"NAGC_HUMAN",3.30921,,,4,8,
"NAGC_PIG",3.311893,,,4,8,
"NAGC_RABIT",3.29237,,,4,8,
"NAH1_HUMAN",4.270072,,,6,6,
"NAH1_RABIT",4.242304,,,6,6,
"NAH1_RAT",3.768317,,,6,6,
"NAH3_RABIT",3.255006,1,1,6,6,1
"NAH3_RAT",2.805117,,,6,6,
